id,name,lat,lng,slug,sku,url,icon
04bdc2f7-062f-4bb4-a10b-605550bd4481,Eliodoro Yáñez fte. 2210 / Ricardo Lyon,-33.4308,-70.6062,la-florida-9742-s-n-costado-colegio-la-salle,,https://maps.oohpublicidad.cl/espacios-publicitarios/la-florida-9742-s-n-costado-colegio-la-salle/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
2ee2e09d-7316-4b04-935d-ea2f5154a01e,Eliodoro Yáñez fte. 2020 / Pedro de Valdivia,-33.4313,-70.6092,la-florida-s-n-sta-ines,,https://maps.oohpublicidad.cl/espacios-publicitarios/la-florida-s-n-sta-ines/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
f4d3211d-0c88-47a6-95d3-ecbe5e2331c1,Eliodoro Yáñez fte. 2020 / Pedro de Valdivia,-33.4313,-70.6092,la-florida-s-n-enrique-olivares,,https://maps.oohpublicidad.cl/espacios-publicitarios/la-florida-s-n-enrique-olivares/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
17c60526-8d5e-45e1-9176-ecb5329d2134,Eliodoro Yáñez fte. 2020 / Pedro de Valdivia,-33.4313,-70.6092,la-florida-s-n-rojas-magallanes-ref-1,,https://maps.oohpublicidad.cl/espacios-publicitarios/la-florida-s-n-rojas-magallanes-ref-1/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
4188fca8-b46a-4e95-8af9-2157b446b5e1,Eliodoro Yáñez fte. 1890 / Marchant Pereira,-33.4319,-70.6118,la-florida-s-n-rojas-magallanes-ref-2,,https://maps.oohpublicidad.cl/espacios-publicitarios/la-florida-s-n-rojas-magallanes-ref-2/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
b01f4f59-4081-4f49-80a2-d6b02a710d4f,Eliodoro Yáñez fte. 1890 / Marchant Pereira,-33.4319,-70.6118,rojas-magallanes-1861-o-p-la-florida-ref-1,,https://maps.oohpublicidad.cl/espacios-publicitarios/rojas-magallanes-1861-o-p-la-florida-ref-1/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
836b8898-f119-4f6e-b943-c58d08934fa9,Eliodoro Yáñez fte. 1890 / Marchant Pereira,-33.4319,-70.6118,la-florida-s-n-frente-al-8504,,https://maps.oohpublicidad.cl/espacios-publicitarios/la-florida-s-n-frente-al-8504/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
6ad5b0d8-2357-48dc-99be-aa83a87571e3,Eliodoro Yáñez fte. 1890 / Marchant Pereira,-33.4319,-70.6118,la-florida-8316-s-n-geronimo-de-alderete-ref-2,,https://maps.oohpublicidad.cl/espacios-publicitarios/la-florida-8316-s-n-geronimo-de-alderete-ref-2/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
3ffc7cf1-ef3d-417e-9f0b-0865cd89fd91,Eliodoro Yáñez dte. 1147 / Miguel Claro,-33.4336,-70.6191,jardin-alto-8183-n-s-geronimo-de-alderete,,https://maps.oohpublicidad.cl/espacios-publicitarios/jardin-alto-8183-n-s-geronimo-de-alderete/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
5e8e8869-6b14-4695-89d3-b01cbd468c01,Eliodoro Yáñez dte. 1147 / Miguel Claro,-33.4336,-70.6191,walker-martinez-3377-o-p-lientur-fte-a-jardin-alto,,https://maps.oohpublicidad.cl/espacios-publicitarios/walker-martinez-3377-o-p-lientur-fte-a-jardin-alto/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
